time,temperature,humidity,load
2011-01-06 21:00:00,-4.9,83.1,14099.0
2011-01-06 22:00:00,-7.0,84.6,13771.0
2011-01-06 23:00:00,-11.1,86.9,13253.0
2011-01-07 00:00:00,-4.4,79.1,12388.0
2011-01-07 01:00:00,-7.4,75.4,11582.0
2011-01-07 02:00:00,-5.3,89.4,11132.0
2011-01-07 03:00:00,-3.5,81.1,10833.0
2011-01-07 04:00:00,-2.4,77.6,10653.0
2011-01-07 05:00:00,-6.4,83.2,10652.0
2011-01-07 06:00:00,-7.0,85.7,10913.0
2011-01-07 07:00:00,-8.8,89.3,11538.0
2011-01-07 08:00:00,-2.2,86.1,12665.0
2011-01-07 09:00:00,1.4,81.3,13414.0
2011-01-07 10:00:00,-1.9,78.7,13499.0
2011-01-07 11:00:00,-1.2,75.2,13552.0
2011-01-07 12:00:00,-7.1,76.7,13553.0
2011-01-07 13:00:00,-3.7,82.1,13441.0
2011-01-07 14:00:00,-2.7,76.5,13323.0
2011-01-07 15:00:00,-14.7,77.6,13415.0
2011-01-07 16:00:00,-8.1,81.5,13504.0
2011-01-07 17:00:00,-0.1,84.5,13558.0
2011-01-07 18:00:00,-9.3,75.7,14028.0
2011-01-07 19:00:00,-0.7,82.5,14500.0
2011-01-07 20:00:00,-9.3,87.8,14361.0
2011-01-07 21:00:00,-7.9,76.1,14143.0
2011-01-07 22:00:00,-3.6,84.6,13832.0
2011-01-07 23:00:00,-4.8,89.1,13438.0
2011-01-08 00:00:00,-6.2,83.6,12724.0
2011-01-08 01:00:00,-0.2,81.9,12044.0
2011-01-08 02:00:00,-8.7,83.2,11494.0
2011-01-08 03:00:00,-5.5,89.4,11218.0
2011-01-08 04:00:00,-3.2,88.6,11035.0
2011-01-08 05:00:00,-4.2,76.1,10989.0
2011-01-08 06:00:00,-6.9,79.8,11025.0
2011-01-08 07:00:00,-6.8,76.8,11326.0
2011-01-08 08:00:00,-2.5,85.5,11757.0
2011-01-08 09:00:00,-2.3,86.0,11991.0
2011-01-08 10:00:00,-4.1,87.1,12164.0
2011-01-08 11:00:00,-7.5,86.3,12315.0
2011-01-08 12:00:00,-6.7,87.1,12376.0
2011-01-08 13:00:00,-5.1,80.6,12308.0
2011-01-08 14:00:00,-4.6,86.6,12151.0
2011-01-08 15:00:00,-3.4,87.9,11919.0
2011-01-08 16:00:00,-5.6,81.4,11717.0
2011-01-08 17:00:00,-2.5,76.5,11750.0
2011-01-08 18:00:00,-2.6,88.5,12316.0
2011-01-08 19:00:00,-1.1,79.8,13212.0
2011-01-08 20:00:00,-4.9,88.4,13196.0
2011-01-08 21:00:00,-4.0,89.3,13104.0
2011-01-08 22:00:00,-5.4,83.6,12897.0
2011-01-08 23:00:00,-7.5,79.4,12607.0
2011-01-09 00:00:00,1.3,79.9,12011.0
2011-01-09 01:00:00,-1.5,86.9,11469.0
2011-01-09 02:00:00,-2.6,86.8,10936.0
2011-01-09 03:00:00,-5.0,75.9,10634.0
2011-01-09 04:00:00,-7.7,83.2,10531.0
2011-01-09 05:00:00,-2.1,80.3,10478.0
2011-01-09 06:00:00,-5.4,76.8,10499.0
2011-01-09 07:00:00,-3.8,84.3,10670.0
2011-01-09 08:00:00,-6.7,76.5,10955.0
2011-01-09 09:00:00,-4.3,76.1,11053.0
2011-01-09 10:00:00,-6.5,87.3,11113.0
2011-01-09 11:00:00,-6.4,76.3,11179.0
2011-01-09 12:00:00,-4.3,89.8,11154.0
2011-01-09 13:00:00,-9.3,87.2,11116.0
2011-01-09 14:00:00,-9.2,89.2,11028.0
2011-01-09 15:00:00,-7.2,86.7,10959.0
2011-01-09 16:00:00,-5.6,83.4,10880.0
2011-01-09 17:00:00,-2.4,76.7,11105.0
2011-01-09 18:00:00,-5.5,82.4,11772.0
2011-01-09 19:00:00,-5.1,75.8,12671.0
2011-01-09 20:00:00,-5.9,76.8,12716.0
2011-01-09 21:00:00,-4.0,86.2,12619.0
2011-01-09 22:00:00,-7.5,83.8,12368.0
2011-01-09 23:00:00,-5.3,79.3,11975.0
2011-01-10 00:00:00,-3.8,88.0,11382.0
2011-01-10 01:00:00,-4.3,76.1,10817.0
2011-01-10 02:00:00,-5.0,83.3,10462.0
2011-01-10 03:00:00,-4.9,84.4,10274.0
2011-01-10 04:00:00,-3.5,85.4,10202.0
2011-01-10 05:00:00,1.5,83.8,10285.0
2011-01-10 06:00:00,-7.3,88.5,10606.0
2011-01-10 07:00:00,1.6,79.2,11369.0
2011-01-10 08:00:00,-7.4,77.8,12574.0
2011-01-10 09:00:00,-11.4,83.8,13321.0
2011-01-10 10:00:00,-6.6,76.2,13208.0
2011-01-10 11:00:00,-4.0,79.6,13159.0
2011-01-10 12:00:00,0.6,87.2,13089.0
2011-01-10 13:00:00,-7.7,88.7,13036.0
2011-01-10 14:00:00,-3.5,87.3,12909.0
2011-01-10 15:00:00,-9.0,89.0,12901.0
2011-01-10 16:00:00,0.5,88.0,12871.0
2011-01-10 17:00:00,-1.5,89.8,13011.0
2011-01-10 18:00:00,-6.4,77.3,13620.0
2011-01-10 19:00:00,-10.1,89.5,14197.0
2011-01-10 20:00:00,-0.9,87.6,14018.0
2011-01-10 21:00:00,-5.3,81.2,13818.0
2011-01-10 22:00:00,-1.3,79.1,13482.0
2011-01-10 23:00:00,-5.0,86.5,12949.0
2011-01-11 00:00:00,-4.9,89.2,12073.0
2011-01-11 01:00:00,-6.4,81.8,11263.0
2011-01-11 02:00:00,-3.1,76.9,10747.0
2011-01-11 03:00:00,-4.6,78.4,10457.0
2011-01-11 04:00:00,-3.5,85.1,10320.0
2011-01-11 05:00:00,-9.6,76.7,10339.0
2011-01-11 06:00:00,-1.2,85.1,10630.0
2011-01-11 07:00:00,-0.3,82.8,11359.0
2011-01-11 08:00:00,-4.7,87.8,12537.0
2011-01-11 09:00:00,1.2,88.1,13201.0
2011-01-11 10:00:00,0.3,81.1,13279.0
2011-01-11 11:00:00,-3.1,85.6,13380.0
2011-01-11 12:00:00,-0.9,78.2,13468.0
2011-01-11 13:00:00,-1.8,80.9,13369.0
2011-01-11 14:00:00,-10.3,81.6,13317.0
2011-01-11 15:00:00,-5.8,82.7,13295.0
2011-01-11 16:00:00,-2.8,86.8,13226.0
2011-01-11 17:00:00,-0.1,87.9,13256.0
2011-01-11 18:00:00,-9.1,89.2,13699.0
2011-01-11 19:00:00,-10.1,81.9,14402.0
2011-01-11 20:00:00,-5.2,89.7,14278.0
2011-01-11 21:00:00,-11.2,84.5,14043.0
2011-01-11 22:00:00,-5.3,78.6,13739.0
2011-01-11 23:00:00,-3.9,77.7,13141.0
2011-01-12 00:00:00,-7.8,80.2,12275.0
2011-01-12 01:00:00,-5.2,85.0,11510.0
2011-01-12 02:00:00,-2.1,77.6,11043.0
2011-01-12 03:00:00,-6.6,77.7,10736.0
2011-01-12 04:00:00,-7.4,76.3,10593.0
2011-01-12 05:00:00,-5.3,78.1,10589.0
2011-01-12 06:00:00,-8.1,80.5,10853.0
2011-01-12 07:00:00,0.9,75.6,11551.0
2011-01-12 08:00:00,-4.9,87.0,12726.0
2011-01-12 09:00:00,-7.1,88.1,13311.0
2011-01-12 10:00:00,-4.4,88.8,13364.0
2011-01-12 11:00:00,-5.3,87.1,13318.0
2011-01-12 12:00:00,-5.7,86.2,13293.0
2011-01-12 13:00:00,-6.6,80.6,13135.0
2011-01-12 14:00:00,-6.7,82.3,13083.0
2011-01-12 15:00:00,-9.5,81.9,13132.0
2011-01-12 16:00:00,-0.9,86.2,13154.0
2011-01-12 17:00:00,-3.3,82.7,13189.0
2011-01-12 18:00:00,-4.1,83.0,13615.0
2011-01-12 19:00:00,-5.4,83.0,14272.0
2011-01-12 20:00:00,-7.9,78.6,14129.0
2011-01-12 21:00:00,-7.3,75.3,13921.0
2011-01-12 22:00:00,-9.3,79.8,13606.0
2011-01-12 23:00:00,-6.9,76.8,13048.0
2011-01-13 00:00:00,-8.2,88.4,12149.0
2011-01-13 01:00:00,0.1,86.8,11348.0
2011-01-13 02:00:00,-2.4,82.5,10848.0
2011-01-13 03:00:00,-4.8,83.8,10574.0
2011-01-13 04:00:00,-7.6,86.2,10405.0
2011-01-13 05:00:00,-8.1,79.3,10450.0
2011-01-13 06:00:00,-5.6,80.4,10711.0
2011-01-13 07:00:00,-2.2,80.3,11419.0
2011-01-13 08:00:00,0.7,89.8,12626.0
2011-01-13 09:00:00,-9.2,76.5,13262.0
2011-01-13 10:00:00,-3.3,77.3,13315.0
2011-01-13 11:00:00,-7.0,77.8,13358.0
2011-01-13 12:00:00,-6.5,79.3,13324.0
2011-01-13 13:00:00,-4.9,81.2,13268.0
2011-01-13 14:00:00,-7.5,89.7,13098.0
2011-01-13 15:00:00,-5.7,89.5,13302.0
2011-01-13 16:00:00,-7.7,88.0,13310.0
2011-01-13 17:00:00,-6.7,77.6,13318.0
2011-01-13 18:00:00,-2.7,85.0,13767.0
2011-01-13 19:00:00,-4.7,83.6,14455.0
2011-01-13 20:00:00,-2.7,79.2,14322.0
2011-01-13 21:00:00,-7.0,79.9,14137.0
2011-01-13 22:00:00,-3.3,81.4,13850.0
2011-01-13 23:00:00,-9.9,76.7,13300.0
2011-01-14 00:00:00,-4.9,84.2,12455.0
2011-01-14 01:00:00,-3.1,77.3,11643.0
2011-01-14 02:00:00,-10.0,82.2,11173.0
2011-01-14 03:00:00,-7.0,80.0,10881.0
2011-01-14 04:00:00,-4.9,77.0,10703.0
2011-01-14 05:00:00,-2.0,78.8,10707.0
2011-01-14 06:00:00,-6.7,85.2,10916.0
2011-01-14 07:00:00,-3.4,82.1,11582.0
2011-01-14 08:00:00,-0.7,81.2,12694.0
2011-01-14 09:00:00,-3.3,87.5,13254.0
2011-01-14 10:00:00,-5.6,89.5,13345.0
2011-01-14 11:00:00,-3.9,89.1,13390.0
2011-01-14 12:00:00,-6.8,77.7,13386.0
2011-01-14 13:00:00,-4.7,83.6,13250.0
2011-01-14 14:00:00,-5.5,87.6,13114.0
2011-01-14 15:00:00,-4.0,78.0,13068.0
2011-01-14 16:00:00,-6.2,77.5,13000.0
2011-01-14 17:00:00,-3.8,85.0,12967.0
2011-01-14 18:00:00,-6.3,82.8,13336.0
2011-01-14 19:00:00,-2.4,80.9,13980.0
2011-01-14 20:00:00,-6.0,87.2,13812.0
2011-01-14 21:00:00,-11.1,81.9,13553.0
2011-01-14 22:00:00,-8.0,79.5,13231.0
2011-01-14 23:00:00,-4.9,78.5,12833.0
2011-01-15 00:00:00,0.0,88.5,12120.0
2011-01-15 01:00:00,-2.5,88.6,11449.0
2011-01-15 02:00:00,-11.6,84.4,10892.0
2011-01-15 03:00:00,-9.4,77.1,10573.0
2011-01-15 04:00:00,-1.6,86.9,10343.0
2011-01-15 05:00:00,-3.1,88.4,10264.0
2011-01-15 06:00:00,1.8,86.8,10317.0
2011-01-15 07:00:00,-6.4,78.7,10610.0
2011-01-15 08:00:00,-7.5,86.2,11076.0
2011-01-15 09:00:00,-4.8,86.4,11458.0
2011-01-15 10:00:00,-6.4,88.2,11750.0
2011-01-15 11:00:00,-1.9,76.7,11993.0
2011-01-15 12:00:00,-6.5,87.7,12001.0
2011-01-15 13:00:00,-5.8,87.0,12004.0
2011-01-15 14:00:00,-7.9,77.2,11787.0
2011-01-15 15:00:00,-2.7,85.8,11730.0
2011-01-15 16:00:00,-7.8,84.6,11633.0
2011-01-15 17:00:00,-3.8,78.8,11725.0
2011-01-15 18:00:00,0.6,80.2,12095.0
2011-01-15 19:00:00,-10.3,81.9,12899.0
2011-01-15 20:00:00,-0.5,89.2,12841.0
2011-01-15 21:00:00,-4.2,82.6,12730.0
2011-01-15 22:00:00,-8.4,84.2,12555.0
2011-01-15 23:00:00,-4.7,85.4,12279.0
2011-01-16 00:00:00,-2.8,88.8,11734.0
2011-01-16 01:00:00,-7.4,83.6,11200.0
2011-01-16 02:00:00,-3.6,84.1,10725.0
2011-01-16 03:00:00,-0.2,89.0,10485.0
2011-01-16 04:00:00,-6.5,88.9,10306.0
2011-01-16 05:00:00,-8.0,89.8,10249.0
2011-01-16 06:00:00,-5.4,87.6,10362.0
2011-01-16 07:00:00,-4.8,83.9,10495.0
2011-01-16 08:00:00,-1.7,81.0,10836.0
2011-01-16 09:00:00,-5.5,87.0,10878.0
2011-01-16 10:00:00,-6.3,75.1,11154.0
2011-01-16 11:00:00,-8.0,83.1,11288.0
2011-01-16 12:00:00,-10.0,88.8,11423.0
2011-01-16 13:00:00,-8.9,86.1,11429.0
2011-01-16 14:00:00,-8.9,81.8,11411.0
2011-01-16 15:00:00,-5.8,77.1,11336.0
2011-01-16 16:00:00,-9.5,77.6,11257.0
2011-01-16 17:00:00,-13.1,88.7,11299.0
2011-01-16 18:00:00,-5.2,80.4,11847.0
2011-01-16 19:00:00,0.5,75.2,12647.0
2011-01-16 20:00:00,-1.6,85.0,12667.0
2011-01-16 21:00:00,-5.8,76.3,12569.0
2011-01-16 22:00:00,-8.3,90.0,12332.0
2011-01-16 23:00:00,2.7,76.0,12048.0
2011-01-17 00:00:00,-4.8,86.2,11518.0
2011-01-17 01:00:00,-4.4,78.1,11005.0
2011-01-17 02:00:00,-5.4,77.9,10594.0
2011-01-17 03:00:00,-5.1,83.5,10438.0
2011-01-17 04:00:00,-6.6,76.0,10329.0
2011-01-17 05:00:00,-5.8,82.9,10378.0
2011-01-17 06:00:00,-0.5,81.6,10642.0
2011-01-17 07:00:00,-1.3,77.3,11288.0
2011-01-17 08:00:00,-11.2,77.7,12217.0
2011-01-17 09:00:00,-9.2,84.7,12790.0
2011-01-17 10:00:00,-7.3,81.1,13115.0
2011-01-17 11:00:00,-2.2,75.4,13330.0
2011-01-17 12:00:00,-1.2,78.3,13451.0
2011-01-17 13:00:00,-2.8,75.3,13363.0
2011-01-17 14:00:00,-8.4,76.6,13213.0
2011-01-17 15:00:00,-6.6,84.8,13205.0
2011-01-17 16:00:00,-3.5,78.6,13142.0
2011-01-17 17:00:00,-5.7,85.8,13088.0
2011-01-17 18:00:00,-6.1,87.8,13531.0
2011-01-17 19:00:00,-6.1,85.0,14075.0
2011-01-17 20:00:00,-1.5,78.1,13871.0
2011-01-17 21:00:00,-3.2,75.2,13596.0
2011-01-17 22:00:00,-5.9,76.3,13231.0
2011-01-17 23:00:00,-4.0,81.3,12637.0
2011-01-18 00:00:00,-8.8,88.4,11764.0
2011-01-18 01:00:00,-6.6,78.9,10988.0
2011-01-18 02:00:00,-1.9,80.7,10481.0
2011-01-18 03:00:00,-9.7,84.4,10163.0
2011-01-18 04:00:00,-3.2,81.1,9974.0
2011-01-18 05:00:00,-11.2,79.4,9949.0
2011-01-18 06:00:00,0.1,89.2,10203.0
2011-01-18 07:00:00,-6.6,88.0,10945.0
2011-01-18 08:00:00,-3.8,82.3,12172.0
2011-01-18 09:00:00,-4.7,81.4,12909.0
2011-01-18 10:00:00,-4.5,75.3,13043.0
2011-01-18 11:00:00,-4.1,84.5,13128.0
2011-01-18 12:00:00,-10.1,78.9,13213.0
2011-01-18 13:00:00,-4.5,89.8,13219.0
2011-01-18 14:00:00,-5.6,82.9,13204.0
2011-01-18 15:00:00,-6.6,75.3,13273.0
2011-01-18 16:00:00,-7.3,88.7,13295.0
2011-01-18 17:00:00,-4.4,79.1,13392.0
2011-01-18 18:00:00,-7.9,83.3,13830.0
2011-01-18 19:00:00,-1.9,78.1,14339.0
2011-01-18 20:00:00,-3.6,75.2,14155.0
2011-01-18 21:00:00,-4.2,84.0,13937.0
2011-01-18 22:00:00,-2.1,85.0,13648.0
2011-01-18 23:00:00,-10.5,82.8,13053.0
2011-01-19 00:00:00,-8.8,75.7,12164.0
2011-01-19 01:00:00,-3.4,76.2,11359.0
2011-01-19 02:00:00,-7.2,84.0,10884.0
2011-01-19 03:00:00,-6.8,79.3,10628.0
2011-01-19 04:00:00,-9.2,80.3,10469.0
2011-01-19 05:00:00,-7.9,83.5,10506.0
2011-01-19 06:00:00,-1.8,82.1,10780.0
2011-01-19 07:00:00,-3.5,86.0,11515.0
2011-01-19 08:00:00,-4.4,78.2,12736.0
2011-01-19 09:00:00,-6.7,82.4,13406.0
2011-01-19 10:00:00,-4.6,84.0,13477.0
2011-01-19 11:00:00,-1.6,76.6,13499.0
2011-01-19 12:00:00,-7.1,76.1,13511.0
2011-01-19 13:00:00,-5.1,85.3,13358.0
2011-01-19 14:00:00,0.3,81.5,13185.0
2011-01-19 15:00:00,-2.9,87.0,13056.0
2011-01-19 16:00:00,-6.7,85.4,12943.0
2011-01-19 17:00:00,-3.1,80.4,12909.0
2011-01-19 18:00:00,-9.7,76.4,13370.0
2011-01-19 19:00:00,-5.2,77.8,14307.0
2011-01-19 20:00:00,-3.1,83.1,14311.0
2011-01-19 21:00:00,-3.9,87.1,14111.0
2011-01-19 22:00:00,-3.2,84.9,13821.0
2011-01-19 23:00:00,-2.5,78.7,13251.0
2011-01-20 00:00:00,-3.6,82.3,12420.0
2011-01-20 01:00:00,-3.7,77.7,11651.0
2011-01-20 02:00:00,-4.4,83.5,11176.0
2011-01-20 03:00:00,-8.2,88.9,10892.0
2011-01-20 04:00:00,-1.8,89.6,10713.0
2011-01-20 05:00:00,-5.1,87.9,10690.0
2011-01-20 06:00:00,-3.0,87.7,10952.0
2011-01-20 07:00:00,-2.2,75.6,11659.0
2011-01-20 08:00:00,-6.5,83.9,12925.0
2011-01-20 09:00:00,-6.3,76.2,13577.0
2011-01-20 10:00:00,-5.9,85.4,13719.0
2011-01-20 11:00:00,-1.2,76.0,13779.0
2011-01-20 12:00:00,-7.7,79.7,13836.0
2011-01-20 13:00:00,-0.7,79.8,13692.0
2011-01-20 14:00:00,-4.4,84.4,13573.0
2011-01-20 15:00:00,-4.2,78.5,13550.0
2011-01-20 16:00:00,-2.3,75.4,13418.0
2011-01-20 17:00:00,-4.8,89.1,13364.0
2011-01-20 18:00:00,-1.8,87.0,13766.0
2011-01-20 19:00:00,-6.6,82.2,14702.0
2011-01-20 20:00:00,-0.8,84.4,14725.0
2011-01-20 21:00:00,-6.3,81.3,14598.0
2011-01-20 22:00:00,-0.6,86.1,14363.0
2011-01-20 23:00:00,-6.3,80.3,13882.0
2011-01-21 00:00:00,-5.8,79.3,13108.0
2011-01-21 01:00:00,-8.0,75.6,12417.0
2011-01-21 02:00:00,-7.3,75.3,11993.0
2011-01-21 03:00:00,-5.1,80.8,11757.0
2011-01-21 04:00:00,-4.3,85.2,11632.0
2011-01-21 05:00:00,-2.0,89.2,11666.0
2011-01-21 06:00:00,-5.6,82.0,11953.0
2011-01-21 07:00:00,-8.4,89.9,12580.0
2011-01-21 08:00:00,-3.9,78.5,13734.0
2011-01-21 09:00:00,-4.5,84.1,14255.0
2011-01-21 10:00:00,-3.5,82.7,14292.0
2011-01-21 11:00:00,-6.9,78.3,14289.0
2011-01-21 12:00:00,-6.6,77.8,14262.0
2011-01-21 13:00:00,-6.9,75.9,14148.0
2011-01-21 14:00:00,-1.4,89.5,14030.0
2011-01-21 15:00:00,-0.7,85.4,13941.0
2011-01-21 16:00:00,-6.7,77.3,13802.0
2011-01-21 17:00:00,-6.7,78.4,13784.0
2011-01-21 18:00:00,-3.1,83.1,14153.0
2011-01-21 19:00:00,-0.4,76.4,14949.0
2011-01-21 20:00:00,0.4,88.2,14945.0
2011-01-21 21:00:00,-6.8,88.3,14717.0
2011-01-21 22:00:00,-6.2,89.3,14449.0
2011-01-21 23:00:00,-4.1,84.8,13973.0
2011-01-22 00:00:00,-4.0,83.3,13245.0
2011-01-22 01:00:00,-5.5,80.6,12449.0
2011-01-22 02:00:00,-7.4,78.9,11964.0
2011-01-22 03:00:00,-5.1,76.2,11630.0
2011-01-22 04:00:00,0.4,78.3,11388.0
2011-01-22 05:00:00,-6.6,87.8,11341.0
2011-01-22 06:00:00,-4.3,82.4,11402.0
2011-01-22 07:00:00,2.6,87.4,11709.0
2011-01-22 08:00:00,-6.6,80.2,12111.0
2011-01-22 09:00:00,-3.0,79.0,12392.0
2011-01-22 10:00:00,0.5,88.2,12665.0
2011-01-22 11:00:00,-3.2,87.8,12888.0
2011-01-22 12:00:00,-1.7,88.0,12900.0
2011-01-22 13:00:00,-2.5,85.5,12727.0
2011-01-22 14:00:00,-3.5,85.2,12459.0
